user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation
bobhiggins66,11,19:22,2015,38:49,2015,1:31:25,2014,3:10:07,2015,846 mi,211,210 hrs,"48,461 ft"
TabRuns,10,22:01,2017,47:30,2017,1:54:37,2017,3:51:50,2015,"1,574 mi",368,299 hrs,"46,914 ft"
jenniferlnissen,11,23:07,2015,49:36,2015,1:47:59,2015,3:55:18,2016,"1,118 mi",183,248 hrs,"31,988 ft"
Jimothy!,11,22:15,2015,49:47,2016,1:52:13,2017,,,913 mi,387,135 hrs,"45,666 ft"
JoeFrank1807,11,18:36,2016,39:15,2015,1:41:22,2016,,,419 mi,149,58 hrs,172 ft
ToddThompson,11,19:26,2016,40:08,2017,1:26:41,2017,3:13:01,2016,"2,018 mi",394,264 hrs,"50,805 ft"
Tom_D13,11,20:04,2015,45:11,2015,1:34:55,2014,3:25:49,2016,"1,981 mi",367,280 hrs,"69,652 ft"
Clholland,11,,,,,,,5:14:48,2015,0 mi,0,0 hrs,0 ft
FELIXTILLMANNS1955,11,23:50,2014,49:10,2014,1:48:14,2014,4:31:08,2015,593 mi,167,211 hrs,"56,086 ft"
lov3s2run,11,27:02,2014,56:50,2014,2:01:50,2015,4:27:28,2014,41 mi,14,11 hrs,0 ft
lnn1986,11,23:18,2015,51:37,2015,2:00:35,2016,,,233 mi,74,37 hrs,"3,734 ft"
sheilamk,11,46:32,2015,1:37:47,2015,3:33:16,2013,,,0 mi,0,0 hrs,0 ft
tonythomasruns,11,18:41,2015,40:57,2016,1:29:56,2015,3:27:04,2014,215 mi,61,32 hrs,"14,591 ft"
tristimc,11,34:23,2015,1:17:47,2015,3:07:50,2015,,,168 mi,77,41 hrs,"1,544 ft"
whatsananna,11,37:59,2014,1:24:15,2014,2:59:59,2014,6:41:35,2015,0 mi,0,0 hrs,0 ft
YvonneParker,10,28:41,2015,58:21,2015,2:26:09,2014,,,0 mi,0,0 hrs,0 ft
jamielynn84,11,26:46,2018,1:08:38,2017,2:17:48,2017,,,811 mi,246,169 hrs,396 ft
katrina3043,11,24:49,2016,50:55,2016,1:54:17,2015,4:17:13,2016,"1,198 mi",188,210 hrs,"12,631 ft"
ChrisVanDruff,11,24:05,2016,53:36,2015,1:58:15,2016,5:06:23,2016,744 mi,103,134 hrs,"29,030 ft"
OCR_Spartan,11,23:41,2015,52:41,2016,2:00:08,2017,,,"1,013 mi",218,201 hrs,"114,642 ft"
clstorm1,11,25:07,2015,51:56,2014,1:52:03,2014,4:57:11,2015,0 mi,0,0 hrs,0 ft
mrsv_runsoncoffee,10,25:47,2016,55:52,2016,2:03:45,2016,,,736 mi,223,139 hrs,"25,395 ft"
5a090bca-7cfb-4190-90eb-5a3ff6f5971c,11,18:44,2015,42:27,2015,1:38:19,2015,3:27:09,2015,159 mi,33,21 hrs,"2,325 ft"
KateLills,11,21:38,2013,,,1:47:25,2014,3:42:00,2013,195 mi,69,36 hrs,"6,419 ft"
kfrankpac,11,24:06,2016,51:00,2016,1:55:16,2016,4:11:00,2015,"1,125 mi",149,120 hrs,"23,301 ft"
margie228,11,25:32,2017,51:29,2017,1:58:16,2013,,,"1,362 mi",261,190 hrs,"32,530 ft"
Milerich,11,17:47,2017,37:52,2017,1:26:23,2016,3:10:32,2017,"2,605 mi",261,339 hrs,"115,415 ft"
aewaer,11,18:56,2017,37:42,2016,1:27:01,2017,3:32:35,2015,405 mi,53,54 hrs,"14,473 ft"
Charlie1216,11,17:31,2016,36:56,2016,1:19:54,2016,2:53:27,2016,"2,210 mi",269,281 hrs,"70,279 ft"
DeanaSteil,11,25:19,2017,58:12,2015,2:07:54,2017,4:57:42,2017,"1,184 mi",184,234 hrs,"18,089 ft"
neelysgracey,11,16:42,2015,34:05,2015,1:09:59,2015,,,"2,883 mi",471,388 hrs,"78,141 ft"
Swhitt1158,11,21:08,2017,42:39,2017,1:42:26,2016,3:30:48,2016,"1,087 mi",142,146 hrs,"34,520 ft"
kimfarr87,11,24:30,2016,50:23,2016,1:47:37,2016,,,382 mi,192,187 hrs,"6,594 ft"
jconn013,11,21:44,2014,47:03,2015,1:51:42,2013,,,0 mi,0,0 hrs,0 ft
Kurindal,10,29:01,2015,1:05:40,2014,2:23:57,2014,5:19:53,2015,152 mi,56,29 hrs,0 ft
dcullen07,10,21:07,2017,45:41,2016,1:39:11,2016,3:55:22,2017,"1,063 mi",209,189 hrs,"68,405 ft"
eitally,10,20:00,2014,44:13,2015,1:39:13,2014,3:39:00,2015,64 mi,26,9 hrs,194 ft
soulseekah,10,17:26,2016,36:40,2016,1:17:24,2016,2:55:48,2017,"1,980 mi",259,267 hrs,"100,521 ft"
Dstruktor,11,18:42,2015,38:18,2015,1:25:24,2015,,,"1,230 mi",189,176 hrs,"39,869 ft"
JokulFrosti,11,24:26,2015,49:43,2015,1:52:46,2015,4:36:02,2017,,,,
enno3004,11,26:26,2015,57:02,2015,2:07:00,2014,,,621 mi,142,133 hrs,"26,919 ft"
Fogline,11,24:09,2013,56:51,2016,1:56:09,2013,4:26:33,2010,"1,716 mi",414,346 hrs,"81,191 ft"
gabehend,11,23:49,2014,49:20,2014,1:48:39,2015,4:36:13,2014,488 mi,121,109 hrs,"26,140 ft"
jacco_deelen,11,22:22,2014,47:50,2017,1:37:35,2015,,,967 mi,141,169 hrs,"5,312 ft"
M1Middleton,11,20:31,2017,44:34,2017,1:49:04,2013,4:16:11,2013,"1,382 mi",229,182 hrs,"60,829 ft"
SamKaca,11,22:45,2014,49:28,2014,1:45:50,2014,,,"1,315 mi",259,235 hrs,"6,421 ft"
Nantaisan,11,20:52,2017,43:56,2017,1:40:46,2016,3:29:57,2016,"1,259 mi",131,217 hrs,"55,674 ft"
dan.nygaard,11,19:25,2010,39:36,2011,1:47:11,2012,4:31:21,2011,147 mi,27,24 hrs,"2,841 ft"
systematyk,11,26:31,2015,1:04:54,2016,2:17:45,2016,,,770 mi,151,124 hrs,"2,193 ft"
Asantibanez,11,21:55,2015,44:27,2015,1:39:50,2015,3:35:23,2015,359 mi,36,50 hrs,"22,835 ft"
DarioPM,11,20:53,2016,40:55,2017,1:40:22,2016,,,812 mi,174,132 hrs,"41,833 ft"
Frippesport,11,16:53,2015,34:35,2016,1:16:51,2017,2:48:05,2015,"2,494 mi",376,311 hrs,"83,176 ft"
blue2k13,11,23:34,2016,45:19,2015,1:53:57,2014,3:54:42,2014,282 mi,35,53 hrs,"15,042 ft"
SpartanDave3,9,24:25,2016,53:48,2016,4:00:22,2017,,,355 mi,77,133 hrs,"71,958 ft"
Igorruns,11,22:12,2017,48:18,2015,1:50:31,2015,,,753 mi,191,116 hrs,"48,255 ft"
Willwodforwine,11,28:37,2017,59:51,2017,6:50:40,2017,,,159 mi,116,67 hrs,"14,473 ft"
9a316fab-a131-4ca7-bb77-5bef6cfb761d,11,22:53,2017,1:19:56,2017,3:43:36,2017,12:12:00,2017,382 mi,129,190 hrs,"79,101 ft"
AnthonyReever515,10,23:04,2016,1:03:44,2016,4:10:23,2016,,,158 mi,24,37 hrs,"22,512 ft"
Kory-Beth,11,26:16,2015,,,2:10:55,2014,,,136 mi,38,35 hrs,"11,066 ft"
SnowBurpee,11,29:05,2017,1:08:29,2017,4:30:37,2016,,,"1,514 mi",111,191 hrs,"84,536 ft"
DaveFox15,11,24:46,2016,53:33,2016,4:23:40,2017,,,739 mi,140,156 hrs,"66,984 ft"
jennsavedge,11,24:28,2017,50:16,2017,2:01:23,2013,4:13:34,2015,"1,680 mi",265,296 hrs,"45,162 ft"
KeithBrandolph,11,22:48,2017,47:48,2017,1:43:32,2017,4:38:01,2013,"2,969 mi",266,322 hrs,"59,945 ft"
DanWeaber,11,21:52,2017,45:02,2017,2:10:41,2017,,,878 mi,131,234 hrs,"137,114 ft"
2ea3d689-2fb2-4b32-8005-3f09ae5bf315,11,16:31,2017,37:22,2017,2:23:26,2017,5:30:40,2017,957 mi,229,253 hrs,"106,437 ft"
Meade.Rubenstein,10,25:09,2017,57:38,2016,3:38:46,2017,,,491 mi,314,214 hrs,"32,358 ft"
BigAwesome1,11,29:30,2017,1:00:56,2017,2:23:02,2017,,,"1,291 mi",195,243 hrs,"69,157 ft"
EricSolbrig,11,22:37,2017,48:48,2016,2:09:00,2017,4:53:12,2016,"1,087 mi",318,160 hrs,"20,470 ft"
545ba65b-48a6-4093-a635-152d2b4680ef,11,27:09,2017,1:02:39,2017,2:38:09,2017,6:11:47,2017,847 mi,178,180 hrs,"29,359 ft"
Scrimp,10,29:34,2016,1:02:03,2016,2:17:13,2016,5:36:20,2017,633 mi,304,166 hrs,"32,408 ft"
ankoh123,11,28:29,2017,1:03:31,2017,2:27:09,2017,,,898 mi,154,155 hrs,"36,854 ft"
EonRobbo,11,21:38,2015,44:40,2015,1:44:27,2015,4:09:19,2015,0 mi,38,35 hrs,0 ft
KommyBrown,11,29:40,2017,1:00:44,2017,2:13:35,2017,5:09:40,2017,"1,212 mi",86,328 hrs,"74,895 ft"
ShippHappens215,11,23:01,2017,51:58,2017,1:55:23,2017,5:19:01,2016,"2,152 mi",302,277 hrs,"61,969 ft"
Superpampero,11,20:50,2017,42:14,2016,1:34:14,2017,,,"2,426 mi",317,341 hrs,"39,249 ft"
JoshPA,11,24:51,2015,54:53,2015,2:20:24,2015,5:33:19,2015,252 mi,90,49 hrs,"3,721 ft"
MichaelDaniel1,11,19:26,2016,40:10,2017,1:35:15,2015,3:31:39,2015,"6,628 mi",667,656 hrs,"166,469 ft"
Carlos_Dauer,11,29:35,2017,1:03:58,2017,2:23:18,2017,,,739 mi,139,139 hrs,"25,848 ft"
gjfrew1970,11,35:25,2014,1:18:45,2016,2:48:19,2014,,,885 mi,242,225 hrs,"18,204 ft"
Toxiclight,11,40:56,2016,1:40:35,2016,3:22:02,2016,,,597 mi,345,183 hrs,"8,930 ft"
tashdavies,11,23:25,2017,51:03,2017,1:54:27,2017,,,"2,080 mi",501,440 hrs,"99,554 ft"
TxSaphyre,11,27:55,2017,1:01:23,2017,2:27:07,2018,,,969 mi,341,262 hrs,"2,372 ft"
DST92,10,20:52,2016,43:10,2016,1:31:14,2016,3:38:41,2016,578 mi,74,57 hrs,"18,734 ft"
KimmerBee2,11,33:36,2015,1:07:43,2014,2:52:31,2015,7:06:19,2017,716 mi,245,170 hrs,"10,958 ft"
Amymagdalein,11,21:29,2017,46:31,2016,2:01:24,2016,4:22:12,2016,"2,491 mi",452,411 hrs,"9,360 ft"
Mrosario2285,11,35:32,2017,1:14:49,2018,2:56:12,2017,6:34:31,2017,801 mi,214,215 hrs,"12,903 ft"
2ed84638-c92b-4d63-9243-70c93192b793,11,24:13,2017,49:46,2017,1:51:42,2017,4:19:54,2017,697 mi,145,108 hrs,"17,280 ft"
fa3c16d0-070c-4f2a-86a8-202e17252b18,11,27:59,2017,58:08,2017,2:10:16,2017,,,564 mi,206,114 hrs,"52,048 ft"
sebavianna,11,20:29,2017,45:43,2017,,,3:16:05,2013,"2,062 mi",184,206 hrs,"36,566 ft"
17b02996-81c9-43d2-9dae-c62867e75875,11,29:12,2017,59:12,2017,2:06:24,2017,,,71 mi,14,12 hrs,"1,284 ft"
mac0711gyver,10,20:50,2002,41:08,1999,3:12:41,2001,3:12:41,2001,"4,083 mi",510,448 hrs,"97,185 ft"
trimomsdjk,10,24:00,2013,36:01,2013,1:50:47,2014,,,"5,112 mi",462,525 hrs,"219,232 ft"
chanthony,11,16:47,2017,34:50,2016,1:16:29,2017,2:55:16,2016,"7,637 mi",794,601 hrs,"273,496 ft"
Chas_1970,11,21:37,2017,46:09,2016,1:43:02,2015,3:49:58,2017,"2,338 mi",379,295 hrs,"65,696 ft"
Puchi08,11,20:54,2015,44:05,2016,1:41:08,2017,3:33:26,2015,"1,556 mi",235,253 hrs,"41,817 ft"
TrevorKavanagh,11,24:52,2016,52:35,2016,1:54:47,2012,,,62 mi,28,12 hrs,650 ft
woj143,11,0:10.2,2017,35:25,2017,2:20:14,2017,,,"3,798 mi",590,560 hrs,"27,754 ft"
bmhornet,11,23:24,2013,48:14,2013,1:48:47,2013,3:51:04,2014,"1,431 mi",121,152 hrs,"66,671 ft"
Kim1065,11,33:59,2018,1:09:02,2018,2:31:10,2017,5:13:06,2018,404 mi,103,100 hrs,"3,961 ft"
Disney_Runner,11,34:58,2017,1:15:49,2017,2:58:07,2017,,,169 mi,37,37 hrs,"3,069 ft"
Elviecita,11,34:11,2015,1:11:45,2015,2:57:50,2016,6:26:07,2015,354 mi,112,69 hrs,"7,144 ft"
brink2177,11,19:13,2015,44:19,2015,1:36:14,2015,3:40:10,2015,"3,522 mi",202,224 hrs,"81,203 ft"
KenJo45,11,26:58,2015,56:14,2015,2:02:06,2015,4:51:18,2015,"4,450 mi",260,411 hrs,"119,593 ft"
Trulvu,11,28:59,2017,1:00:23,2017,2:19:43,2017,,,402 mi,104,92 hrs,"3,625 ft"
Paramedic89,10,,,50:15,2015,,,5:10:50,2016,274 mi,228,164 hrs,"7,511 ft"
KidneyDoc,11,26:09,2015,56:56,2015,2:24:36,2015,,,733 mi,319,254 hrs,"12,211 ft"
DebinSA,10,32:59,2018,1:12:12,2017,2:36:29,2017,,,870 mi,313,258 hrs,"17,622 ft"
simontoozoff,11,14:42,2018,45:37,2018,1:44:17,2017,,,335 mi,94,93 hrs,"627,144 ft"
sdudz,11,35:31,2017,1:21:24,2018,3:03:39,2017,,,565 mi,148,146 hrs,"12,112 ft"
BMWMacht,10,24:07,2015,50:51,2016,1:55:15,2017,,,"3,267 mi",345,320 hrs,"56,053 ft"
edennington,11,29:26,2018,1:03:37,2017,2:23:11,2017,5:34:13,2017,705 mi,121,134 hrs,"59,300 ft"
matthaedo,11,25:25,2015,52:39,2015,1:59:14,2015,4:51:13,2015,28 mi,9,5 hrs,"1,109 ft"
silencecode,11,34:48,2012,1:00:56,2010,2:09:37,2010,,,313 mi,34,36 hrs,"3,199 ft"
251cf15a-8f5f-4d04-9ed8-d5448708fd5a,11,16:50,2017,44:22,2017,1:37:48,2017,,,555 mi,200,96 hrs,"18,543 ft"
francescolum,11,23:56,2017,49:26,2017,1:53:29,2017,,,"1,131 mi",313,224 hrs,"56,499 ft"
pippobrancavitello,11,25:42,2017,57:38,2017,2:16:44,2017,,,"1,376 mi",250,246 hrs,"139,898 ft"
kk_68,11,27:31,2016,56:03,2016,2:09:48,2016,4:42:45,2016,503 mi,103,91 hrs,"10,050 ft"
Cazenave_Cedric,11,20:36,2017,42:33,2017,1:38:32,2016,,,"1,238 mi",140,159 hrs,"70,150 ft"
Shanoxo,10,21:30,2017,48:12,2017,1:56:33,2018,,,601 mi,112,91 hrs,"15,344 ft"
PhillRogers,11,20:49,2012,46:39,2012,1:43:55,2012,,,287 mi,49,42 hrs,"10,122 ft"
AnabelMadridS,10,21:29,2015,45:29,2015,1:42:05,2014,3:44:48,2016,39 mi,8,9 hrs,"5,606 ft"
danisport34,11,,,,,1:40:49,2013,,,"2,957 mi",414,375 hrs,"97,972 ft"
Eric.Valencia,11,23:10,2015,,,1:28:44,2014,,,71 mi,19,9 hrs,"25,906 ft"
mizie0o0,11,21:31,2018,52:14,2016,2:08:19,2016,5:31:10,2016,917 mi,196,247 hrs,"186,414 ft"
joseluismendez,11,16:19,2014,45:18,2014,1:53:49,2015,,,0 mi,0,0 hrs,0 ft
squall606,11,19:04,2015,41:17,2015,1:34:57,2015,3:22:14,2015,822 mi,303,108 hrs,"32,664 ft"
DMadridA,10,19:02,2014,39:46,2014,1:31:06,2015,3:04:45,2015,901 mi,123,88 hrs,"6,163 ft"
alonso85,11,19:22,2015,39:05,2016,1:28:05,2015,3:41:25,2016,519 mi,102,73 hrs,"29,377 ft"
AndyLuna,11,21:00,2015,42:28,2016,1:35:32,2016,3:43:59,2016,952 mi,157,138 hrs,"8,829 ft"
jcarrasco75,11,21:57,2017,45:07,2017,1:40:33,2017,3:36:16,2017,"1,956 mi",640,279 hrs,"46,687 ft"
JaviRobles82,11,22:06,2016,45:14,2015,1:41:57,2016,,,376 mi,86,58 hrs,"12,923 ft"
Roncomacotera,11,19:28,2014,41:41,2013,1:31:11,2015,3:32:24,2017,"1,701 mi",215,220 hrs,"50,519 ft"
gabividalb,11,21:15,2013,44:30,2010,1:38:29,2013,3:40:42,2013,"1,768 mi",258,301 hrs,"106,477 ft"
Ricardocarreras,11,16:21,2015,32:58,2015,1:12:04,2015,,,,,,
baez,11,19:33,2015,56:09,2015,2:17:54,2014,,,180 mi,35,30 hrs,"3,537 ft"
miguelangelnieto,11,20:14,2016,38:38,2013,1:23:41,2015,2:57:31,2013,"1,779 mi",299,255 hrs,"93,002 ft"
JOTATARA,11,21:49,2017,46:39,2017,1:55:39,2016,4:52:49,2017,"2,049 mi",243,259 hrs,"66,720 ft"
Ainoth,11,25:14,2016,49:04,2013,2:01:10,2013,,,262 mi,61,45 hrs,"12,726 ft"
depablomadrid,10,22:02,2017,41:17,2017,1:38:38,2017,3:32:12,2017,"1,113 mi",436,442 hrs,"2,327,749 ft"
josan21,11,20:56,2016,41:55,2015,1:36:24,2015,,,434 mi,80,74 hrs,"35,432 ft"
madnice,11,18:38,2015,38:00,2015,1:28:37,2015,3:31:45,2014,"2,798 mi",296,297 hrs,"139,341 ft"
Manolin62,11,22:29,2015,40:39,2015,1:28:22,2015,4:20:27,2015,523 mi,81,90 hrs,"15,557 ft"
niloma,10,21:02,2016,43:29,2016,1:40:39,2017,3:51:43,2017,"1,628 mi",394,313 hrs,"193,661 ft"
Maureen79,11,18:44,2017,40:20,2016,1:32:30,2017,3:11:56,2014,"1,489 mi",247,268 hrs,"40,912 ft"
FranciscoEK,11,18:27,2016,42:21,2016,1:31:51,2016,3:30:16,2016,"1,719 mi",124,145 hrs,"34,757 ft"
zorakmax,11,23:34,2016,49:51,2016,2:03:29,2016,,,340 mi,131,78 hrs,"16,288 ft"
aalzate,11,18:57,2014,37:14,2015,1:20:44,2016,2:55:58,2016,"5,568 mi",332,501 hrs,"651,506 ft"
alexander102,11,15:30,2016,32:20,2013,1:12:19,2017,,,"5,509 mi",792,574 hrs,"117,968 ft"
ce.ortiz41,11,19:59,2015,40:48,2015,1:32:44,2016,4:05:29,2014,258 mi,44,34 hrs,"3,363 ft"
Runningivan,11,20:35,2015,30:44,2016,1:08:00,2017,,,"3,086 mi",555,343 hrs,"96,134 ft"
JavierPerdomo,11,,,37:41,2015,1:21:38,2015,2:55:41,2015,0 mi,0,0 hrs,0 ft
alejandrourbano,11,23:45,2014,48:06,2017,1:44:43,2017,,,"4,985 mi",385,474 hrs,"190,424 ft"
pilarjcamacho,11,29:17,2017,56:30,2013,2:04:37,2015,4:36:18,2017,309 mi,44,58 hrs,"39,063 ft"
ponkymaria,11,13:44,2014,38:23,2014,1:35:16,2015,3:38:38,2015,821 mi,167,154 hrs,"13,959 ft"
adidaspance,11,15:10,2015,30:49,2015,1:06:48,2015,2:18:34,2016,"1,531 mi",221,183 hrs,"56,914 ft"
orlandopos,11,,,39:33,2013,1:33:16,2013,,,335 mi,47,74 hrs,"45,435 ft"
salorun,11,16:18,2017,35:42,2017,1:15:32,2017,,,"6,281 mi",584,590 hrs,"469,657 ft"
Frank178f,9,20:06,2015,,,1:37:10,2014,,,"1,169 mi",238,182 hrs,"51,985 ft"
eearias,11,17:54,2017,36:56,2017,1:20:46,2017,2:48:12,2017,"1,213 mi",136,151 hrs,"24,094 ft"
Melijoseliam07,11,22:23,2016,51:56,2016,2:15:47,2016,,,500 mi,43,44 hrs,"25,913 ft"
rikerlay,11,,,,,1:51:56,2013,,,"1,901 mi",631,474 hrs,"79,908 ft"
jaime_correa,11,16:52,2013,37:41,2013,1:21:51,2013,3:51:03,2011,0 mi,0,0 hrs,0 ft
lagarto27,11,15:11,2017,42:19,2016,1:31:24,2016,3:11:54,2017,"4,764 mi",314,526 hrs,"287,247 ft"
asalas27,11,19:03,2015,45:31,2016,1:55:15,2015,4:37:32,2014,"3,668 mi",351,346 hrs,"56,732 ft"
pedrocordovez,11,19:38,2016,39:29,2016,1:30:41,2015,3:14:03,2014,"7,754 mi",540,640 hrs,"232,205 ft"
antdiagudo,11,20:30,2016,43:32,2017,1:43:43,2016,,,"5,558 mi",271,518 hrs,"376,307 ft"
Ferminrunner,11,22:17,2017,46:51,2017,1:45:05,2017,,,"2,608 mi",283,224 hrs,"77,766 ft"
Punisher031181,11,18:14,2017,43:07,2017,1:37:43,2016,,,909 mi,215,141 hrs,"25,201 ft"
Alurriola,11,23:25,2014,53:19,2013,1:53:57,2013,,,"1,725 mi",134,142 hrs,"31,604 ft"
cristynoriega,11,29:21,2017,1:01:39,2016,2:22:16,2016,4:58:17,2016,614 mi,200,160 hrs,"21,877 ft"
Freile01,11,21:50,2017,44:22,2017,1:57:00,2014,,,"4,365 mi",349,348 hrs,"73,107 ft"
JoseBejerano,11,24:14,2014,54:40,2015,2:01:51,2016,4:58:13,2013,"2,988 mi",359,340 hrs,"58,609 ft"
jjsalcedo,11,26:04,2016,,,2:37:01,2015,,,0 mi,0,0 hrs,0 ft
Xehla507,11,18:30,2016,43:21,2017,1:40:01,2014,3:28:10,2015,"2,565 mi",438,268 hrs,"56,952 ft"
ariel1331,11,24:45,2017,56:17,2017,2:11:12,2016,,,"1,265 mi",270,187 hrs,"36,013 ft"
CesarB3789,11,22:33,2016,48:24,2017,1:48:12,2017,4:15:49,2017,919 mi,231,149 hrs,"54,822 ft"
dscastello,10,25:09,2017,52:42,2017,2:00:03,2017,,,102 mi,37,29 hrs,"3,182 ft"
roque.garcia,11,,,48:52,2001,1:53:55,2002,4:40:41,2003,125 mi,33,31 hrs,"13,984 ft"
carlobello57,11,,,45:24,2017,1:44:49,2017,,,546 mi,77,78 hrs,"9,330 ft"
MaryL82,11,27:40,2017,1:02:59,2017,2:14:05,2017,5:01:21,2016,770 mi,181,151 hrs,"14,349 ft"
BornToRun2,11,20:42,2015,46:26,2015,1:44:57,2012,3:52:38,2015,594 mi,116,104 hrs,"9,241 ft"
paul_gstein,11,22:04,2017,47:29,2017,1:49:00,2017,3:52:32,2017,"1,024 mi",161,156 hrs,"27,233 ft"
rick.chambers,11,19:34,2016,39:32,2014,1:27:04,2017,3:17:36,2015,"4,112 mi",288,331 hrs,"94,261 ft"
2854aa4e-0122-4aaa-9984-c323764006ab,11,21:09,2017,43:47,2017,1:34:12,2017,,,387 mi,62,48 hrs,"9,456 ft"
Woody8983,11,17:45,2017,37:12,2017,1:21:46,2016,2:53:56,2016,"3,173 mi",241,266 hrs,"128,817 ft"
bjnmd,11,24:59,2016,51:34,2017,1:59:57,2017,5:08:16,2016,,,,
TNL_Emmanuel,11,25:05,2017,52:22,2017,2:01:01,2017,4:12:59,2017,"2,027 mi",320,405 hrs,"96,024 ft"
zihbolt,11,15:10,2014,34:19,2017,1:24:43,2017,3:25:44,2017,"1,550 mi",325,210 hrs,"53,479 ft"
LoriAnnReckley,11,,,13:08,2017,1:52:26,2017,,,"1,559 mi",464,273 hrs,"3,405 ft"
NancyGoodnight,11,22:08,2016,47:15,2016,1:41:49,2016,3:38:22,2016,"5,209 mi",404,564 hrs,"140,482 ft"
dushi297,11,25:38,2015,55:00,2015,1:57:03,2016,4:08:35,2015,"1,091 mi",213,183 hrs,"20,063 ft"
janiceln,11,41:05,2017,1:31:56,2017,3:33:28,2017,,,295 mi,156,88 hrs,"9,409 ft"
JayWard,11,20:55,2014,46:56,2017,1:41:09,2017,,,"2,223 mi",310,236 hrs,"43,490 ft"
Julien_Pissondes,11,20:12,2016,40:57,2014,1:31:38,2014,,,"1,378 mi",199,246 hrs,"34,715 ft"
Sandman357,11,22:03,2015,47:17,2016,1:41:40,2013,3:50:26,2013,"1,507 mi",378,244 hrs,"17,079 ft"
mrubcic,11,23:46,2013,52:19,2017,1:44:58,2013,,,640 mi,284,102 hrs,"7,710 ft"
robidy,11,27:00,2015,48:25,2014,1:53:51,2014,4:08:27,2013,"1,265 mi",280,215 hrs,"9,462 ft"
heiserad,11,19:36,2012,40:25,2012,1:31:40,2012,3:09:27,2012,,,,
tisher1,11,16:44,2010,37:10,2017,1:17:25,2010,2:58:27,2012,"1,548 mi",388,188 hrs,"55,564 ft"
Christian_Dodder,11,21:54,2013,43:20,2014,1:36:28,2014,3:24:46,2014,,,,
gfay63,11,22:32,2016,47:37,2012,1:47:05,2015,3:30:23,2012,"2,140 mi",154,185 hrs,"61,831 ft"
JaclynKari,11,20:14,2017,43:17,2017,1:38:59,2015,3:45:10,2016,"5,871 mi",407,497 hrs,"24,565 ft"
chance0128,11,25:28,2015,52:24,2016,1:58:26,2016,4:59:13,2014,147 mi,14,17 hrs,"1,083 ft"
jeffadams21,11,20:17,2016,43:05,2011,1:40:18,2016,3:50:56,2016,"5,399 mi",477,529 hrs,"115,499 ft"
Wlsathlete,11,18:58,2016,39:53,2016,1:32:31,2016,3:59:07,2014,"10,640 mi",1233,795 hrs,"323,631 ft"
richardnasser,11,18:36,2016,37:45,2013,1:26:31,2013,2:58:07,2013,"3,210 mi",387,347 hrs,"92,260 ft"
RyanP140.6,11,20:54,2014,45:52,2015,1:38:54,2015,3:59:00,2012,"1,560 mi",148,162 hrs,"65,105 ft"
Blydawg,11,22:51,2016,49:02,2016,3:24:33,2016,,,384 mi,121,92 hrs,"24,800 ft"
YoSpartanRace,11,20:51,2016,42:07,2016,1:46:37,2016,,,55 mi,17,8 hrs,712 ft
reals316,11,21:28,2013,41:37,2014,1:47:30,2013,,,"2,164 mi",156,192 hrs,"80,187 ft"
TitinTough,11,20:31,2016,47:40,2015,2:06:20,2017,5:34:36,2017,226 mi,39,44 hrs,"17,878 ft"
rjewitt,11,21:41,2017,47:26,2018,1:37:57,2017,3:54:23,2017,"2,044 mi",332,281 hrs,"71,286 ft"
arich09,11,19:44,2017,42:40,2017,1:35:10,2016,3:32:45,2017,"1,356 mi",212,178 hrs,"19,918 ft"
CMACK1982,11,25:01,2015,47:17,2015,1:45:29,2015,3:28:23,2015,868 mi,93,123 hrs,"19,413 ft"
Christian2387,11,16:19,2017,33:19,2017,1:22:36,2017,,,"2,213 mi",459,274 hrs,"42,083 ft"
IronEddie73,11,21:53,2017,45:39,2017,1:42:09,2017,,,"2,065 mi",126,117 hrs,"58,648 ft"
Huntshelton,11,22:26,2017,47:40,2017,1:57:26,2017,,,"5,138 mi",381,429 hrs,"112,664 ft"
f93512ee-56da-4763-a318-9735d2f4b22b,11,32:51,2017,1:09:44,2017,2:49:20,2017,,,464 mi,67,180 hrs,"24,957 ft"
ralphcastelberg,11,7:04.8,2016,39:18,2016,1:30:20,2016,,,"3,631 mi",465,463 hrs,"323,175 ft"
tjones020,10,24:35,2016,54:22,2010,1:57:54,2010,4:16:40,2009,"2,188 mi",479,360 hrs,"8,269 ft"
GeaceRunner68,11,11:41,2016,24:29,2016,53:24,2016,1:51:57,2016,830 mi,127,165 hrs,"27,234 ft"
Nooi-BMC,10,25:55,2017,55:24,2017,2:40:21,2017,5:42:31,2017,757 mi,106,119 hrs,"12,412 ft"
0JackLid0,11,27:52,2018,51:35,2017,1:56:55,2017,4:29:58,2018,"1,386 mi",247,316 hrs,"13,471 ft"
b7a3c466-aa0b-4763-8d79-0a2dc4ec3d28,11,25:07,2017,52:08,2017,1:53:45,2017,4:17:07,2018,"2,553 mi",198,266 hrs,"42,662 ft"
GolfMobile,11,23:23,2017,49:08,2017,1:48:12,2017,5:07:28,2017,"1,626 mi",311,288 hrs,"24,046 ft"
17ce402a-f806-4b17-a784-e4225e9c8ac9,11,17:21,2017,35:55,2017,1:21:02,2017,2:54:22,2017,800 mi,92,109 hrs,"15,523 ft"
patienttirk,11,26:05,2017,54:13,2017,2:21:55,2017,4:59:38,2017,"1,031 mi",215,189 hrs,"3,897 ft"
